Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division,Water Company,Sewage Company
CR2 1JP,No,51.330891,-0.100960,532400,160800,TQ323608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,126,,,"Riddlesdown",0.2,"Greater London","Croydon","",""
CR2 1JQ,No,51.331790,-0.100923,532400,160900,TQ323609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,115,,,"Riddlesdown",0.1,"Greater London","Croydon","",""
CR2 1JR,No,51.331790,-0.100923,532400,160900,TQ323609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,115,,,"Riddlesdown",0.1,"Greater London","Croydon","",""
CR2 1JS,Yes,51.378068,-0.113291,531406,166024,TQ314660,2/1/2012 12:00:00 AM,,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1JU,No,51.375716,-0.091863,532904,165801,TQ329658,9/1/2012 12:00:00 AM,8/1/2013 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR2 1JW,No,51.378068,-0.113291,531406,166024,TQ314660,6/1/2015 12:00:00 AM,9/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1JX,No,51.378068,-0.113291,531406,166024,TQ314660,10/1/2012 12:00:00 AM,11/1/2018 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1JY,No,51.378068,-0.113291,531406,166024,TQ314660,12/1/2012 12:00:00 AM,8/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1JZ,No,51.378068,-0.113291,531406,166024,TQ314660,12/1/2012 12:00:00 AM,1/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LA,No,51.378068,-0.113291,531406,166024,TQ314660,2/1/2013 12:00:00 AM,9/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LB,No,51.375716,-0.091863,532904,165801,TQ329658,3/1/2013 12:00:00 AM,4/1/2014 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR2 1LD,No,51.378068,-0.113291,531406,166024,TQ314660,3/1/2013 12:00:00 AM,3/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LE,No,51.378068,-0.113291,531406,166024,TQ314660,5/1/2013 12:00:00 AM,5/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LF,No,51.378068,-0.113291,531406,166024,TQ314660,5/1/2013 12:00:00 AM,6/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LG,No,51.375716,-0.091863,532904,165801,TQ329658,7/1/2013 12:00:00 AM,2/1/2014 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR2 1LH,No,51.378068,-0.113291,531406,166024,TQ314660,8/1/2013 12:00:00 AM,9/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LJ,Yes,51.378068,-0.113291,531406,166024,TQ314660,10/1/2013 12:00:00 AM,,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1LL,No,51.375716,-0.091863,532904,165801,TQ329658,11/1/2013 12:00:00 AM,6/1/2014 12:00:00 AM,63,,,"East Croydon",0.0,"Greater London","Croydon","",""
CR2 1LN,No,51.378068,-0.113291,531406,166024,TQ314660,1/1/2014 12:00:00 AM,3/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LP,No,51.378068,-0.113291,531406,166024,TQ314660,5/1/2014 12:00:00 AM,8/1/2014 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LQ,Yes,51.378068,-0.113291,531406,166024,TQ314660,6/1/2014 12:00:00 AM,,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1LR,No,51.378068,-0.113291,531406,166024,TQ314660,11/1/2014 12:00:00 AM,11/1/2015 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LS,No,51.378068,-0.113291,531406,166024,TQ314660,2/1/2015 12:00:00 AM,4/1/2020 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1LT,No,51.378068,-0.113291,531406,166024,TQ314660,3/1/2015 12:00:00 AM,3/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LU,Yes,51.378068,-0.113291,531406,166024,TQ314660,5/1/2015 12:00:00 AM,,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1LW,No,51.378068,-0.113291,531406,166024,TQ314660,8/1/2015 12:00:00 AM,3/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LX,No,51.378068,-0.113291,531406,166024,TQ314660,2/1/2016 12:00:00 AM,3/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1LY,No,51.378068,-0.113291,531406,166024,TQ314660,7/1/2016 12:00:00 AM,7/1/2017 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1LZ,No,51.378068,-0.113266,531408,166024,TQ314660,10/1/2016 12:00:00 AM,7/1/2017 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NA,No,51.378068,-0.113266,531408,166024,TQ314660,12/1/2016 12:00:00 AM,1/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1NB,No,51.378068,-0.113266,531408,166024,TQ314660,4/1/2017 12:00:00 AM,11/1/2017 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1ND,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2018 12:00:00 AM,4/1/2019 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NE,No,51.378068,-0.113266,531408,166024,TQ314660,7/1/2017 12:00:00 AM,7/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1NF,No,51.378068,-0.113266,531408,166024,TQ314660,8/1/2017 12:00:00 AM,3/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1NG,No,51.378068,-0.113266,531408,166024,TQ314660,9/1/2017 12:00:00 AM,4/1/2019 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1NH,No,51.378068,-0.113266,531408,166024,TQ314660,10/1/2017 12:00:00 AM,4/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","SES Water",""
CR2 1NJ,No,51.378068,-0.113266,531408,166024,TQ314660,11/1/2017 12:00:00 AM,11/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NL,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2018 12:00:00 AM,8/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NN,No,51.378068,-0.113266,531408,166024,TQ314660,2/1/2018 12:00:00 AM,9/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NP,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2018 12:00:00 AM,10/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NQ,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2018 12:00:00 AM,10/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NR,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2018 12:00:00 AM,4/1/2019 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NS,No,51.378068,-0.113266,531408,166024,TQ314660,4/1/2018 12:00:00 AM,12/1/2018 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NT,No,51.378068,-0.113266,531408,166024,TQ314660,5/1/2018 12:00:00 AM,6/1/2020 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NU,Yes,51.378068,-0.113266,531408,166024,TQ314660,8/1/2018 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NW,No,51.378068,-0.113266,531408,166024,TQ314660,9/1/2018 12:00:00 AM,10/1/2019 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NX,No,51.378068,-0.113266,531408,166024,TQ314660,6/1/2019 12:00:00 AM,3/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NY,No,51.378068,-0.113266,531408,166024,TQ314660,4/1/2019 12:00:00 AM,11/1/2019 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1NZ,No,51.378068,-0.113266,531408,166024,TQ314660,6/1/2019 12:00:00 AM,7/1/2020 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PA,No,51.378068,-0.113266,531408,166024,TQ314660,1/1/2020 12:00:00 AM,1/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PB,No,51.378068,-0.113266,531408,166024,TQ314660,4/1/2020 12:00:00 AM,11/1/2020 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PD,No,51.378068,-0.113266,531408,166024,TQ314660,5/1/2020 12:00:00 AM,6/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PE,Yes,51.378068,-0.113266,531408,166024,TQ314660,6/1/2020 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PF,Yes,51.378068,-0.113266,531408,166024,TQ314660,7/1/2020 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PG,Yes,51.378068,-0.113266,531408,166024,TQ314660,8/1/2020 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PH,No,51.378068,-0.113266,531408,166024,TQ314660,8/1/2020 12:00:00 AM,9/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PJ,No,51.378068,-0.113266,531408,166024,TQ314660,11/1/2020 12:00:00 AM,2/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PL,No,51.378068,-0.113266,531408,166024,TQ314660,11/1/2020 12:00:00 AM,11/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PN,Yes,51.378068,-0.113266,531408,166024,TQ314660,11/1/2020 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PP,No,51.378068,-0.113266,531408,166024,TQ314660,11/1/2020 12:00:00 AM,3/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PQ,Yes,51.378068,-0.113266,531408,166024,TQ314660,11/1/2020 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PR,No,51.378068,-0.113266,531408,166024,TQ314660,5/1/2021 12:00:00 AM,3/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PS,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2021 12:00:00 AM,4/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PT,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2021 12:00:00 AM,10/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PU,No,51.378068,-0.113266,531408,166024,TQ314660,3/1/2021 12:00:00 AM,8/1/2021 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PW,Yes,51.378068,-0.113266,531408,166024,TQ314660,3/1/2021 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PX,Yes,51.378068,-0.113266,531408,166024,TQ314660,5/1/2021 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PY,Yes,51.378068,-0.113266,531408,166024,TQ314660,6/1/2021 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1PZ,No,51.378068,-0.113266,531408,166024,TQ314660,6/1/2021 12:00:00 AM,2/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QA,No,51.378068,-0.113266,531408,166024,TQ314660,6/1/2021 12:00:00 AM,2/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QB,No,51.378068,-0.113266,531408,166024,TQ314660,8/1/2021 12:00:00 AM,3/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QD,No,51.378068,-0.113266,531408,166024,TQ314660,9/1/2021 12:00:00 AM,4/1/2022 12:00:00 AM,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QE,Yes,51.378068,-0.113266,531408,166024,TQ314660,2/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QG,Yes,51.378068,-0.113266,531408,166024,TQ314660,5/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QH,Yes,51.378068,-0.113266,531408,166024,TQ314660,6/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QJ,Yes,51.378068,-0.113266,531408,166024,TQ314660,6/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QL,Yes,51.378068,-0.113266,531408,166024,TQ314660,7/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1QN,Yes,51.378068,-0.113266,531408,166024,TQ314660,7/1/2022 12:00:00 AM,,42,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1ST,No,51.378068,-0.113291,531406,166024,TQ314660,5/1/2012 12:00:00 AM,5/1/2016 12:00:00 AM,43,,,"Waddon Marsh",0.3,"Greater London","Croydon","",""
CR2 1XA,No,51.338473,-0.125054,530700,161600,TQ306615,4/1/1986 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 1XB,No,51.318286,-0.100045,532500,159400,TQ325593,7/1/1986 12:00:00 AM,12/1/1991 12:00:00 AM,141,,,"Kenley",0.7,"Greater London","Croydon","",""
CR2 1XE,No,51.320107,-0.101405,532400,159600,TQ324596,7/1/1986 12:00:00 AM,12/1/1990 12:00:00 AM,110,,,"Kenley",0.5,"Greater London","Croydon","",""
CR2 1XG,No,51.331998,-0.113834,531500,160900,TQ314608,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,88,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 1XH,No,51.343013,-0.127740,530500,162100,TQ305621,4/1/1987 12:00:00 AM,12/1/1988 12:00:00 AM,93,,,"Purley",1.1,"Greater London","Croydon","",""
CR2 1XL,No,51.343013,-0.127740,530500,162100,TQ305621,4/1/1987 12:00:00 AM,12/1/1988 12:00:00 AM,93,,,"Purley",1.1,"Greater London","Croydon","",""
CR2 1XN,No,51.343013,-0.127740,530500,162100,TQ305621,10/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,93,,,"Purley",1.1,"Greater London","Croydon","",""
CR2 1XP,No,51.343865,-0.124834,530700,162200,TQ306621,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,104,,,"Purley",1.0,"Greater London","Croydon","",""
CR2 1XR,No,51.340800,-0.101986,532300,161900,TQ323619,4/1/1987 12:00:00 AM,12/1/1991 12:00:00 AM,76,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 1XS,No,51.340800,-0.101986,532300,161900,TQ323619,10/1/1987 12:00:00 AM,12/1/1988 12:00:00 AM,76,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 1YA,No,51.338080,-0.100663,532400,161600,TQ323615,1/1/1980 12:00:00 AM,12/1/1991 12:00:00 AM,97,,,"Riddlesdown",0.6,"Greater London","Croydon","",""
CR2 1YG,No,51.337251,-0.105004,532100,161500,TQ320614,9/1/1981 12:00:00 AM,12/1/1990 12:00:00 AM,99,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2AA,No,51.337413,-0.115047,531400,161500,TQ314614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2AB,No,51.339211,-0.114973,531400,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2AD,No,51.340962,-0.112030,531600,161900,TQ315619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AF,No,51.340962,-0.112030,531600,161900,TQ315619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AG,No,51.340040,-0.110632,531700,161800,TQ317617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AH,No,51.339188,-0.113539,531500,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2AJ,No,51.340040,-0.110632,531700,161800,TQ317617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AL,No,51.337390,-0.113612,531500,161500,TQ315614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.0,"Greater London","Croydon","SES Water",""
CR2 2AN,No,51.333749,-0.110891,531700,161100,TQ316610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,84,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AP,No,51.337390,-0.113612,531500,161500,TQ315614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.0,"Greater London","Croydon","",""
CR2 2AQ,No,51.340939,-0.110595,531700,161900,TQ317619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AS,No,51.340040,-0.110632,531700,161800,TQ317617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2AT,No,51.339165,-0.112104,531600,161700,TQ315617,10/1/1984 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2AU,No,51.337413,-0.115047,531400,161500,TQ314614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2AW,No,51.338312,-0.115010,531400,161600,TQ314615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2AY,No,51.337413,-0.115047,531400,161500,TQ314614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2AZ,No,51.338312,-0.115010,531400,161600,TQ314615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2BA,No,51.345339,-0.104670,532100,162400,TQ321623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,63,,,"Purley Oaks",0.4,"Greater London","Croydon","",""
CR2 2BB,No,51.343589,-0.107614,531900,162200,TQ319622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,64,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 2BD,No,51.342736,-0.110521,531700,162100,TQ317620,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,66,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2BE,No,51.343612,-0.109049,531800,162200,TQ318622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2BG,No,51.344441,-0.104707,532100,162300,TQ321623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,62,,,"Purley Oaks",0.5,"Greater London","Croydon","",""
CR2 2BH,No,51.340985,-0.113465,531500,161900,TQ314618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,66,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2BJ,No,51.343589,-0.107614,531900,162200,TQ319622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,64,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 2BL,No,51.342713,-0.109086,531800,162100,TQ318621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,63,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2BN,No,51.341837,-0.110558,531700,162000,TQ317619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,64,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2BP,No,51.339211,-0.114973,531400,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2BQ,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2BS,No,51.341814,-0.109123,531800,162000,TQ318619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,63,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2BT,No,51.342667,-0.106216,532000,162100,TQ320621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 2BU,No,51.342713,-0.109086,531800,162100,TQ318621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,63,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2BW,No,51.342667,-0.106216,532000,162100,TQ320621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 2BX,No,51.338335,-0.116445,531300,161600,TQ312615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2BY,No,51.340962,-0.112030,531600,161900,TQ315619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2BZ,No,51.340962,-0.112030,531600,161900,TQ315619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2DA,No,51.336538,-0.116519,531300,161400,TQ312614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2DB,No,51.335593,-0.113686,531500,161300,TQ315613,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,73,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2DD,No,51.334671,-0.112288,531600,161200,TQ316611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,78,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2DE,No,51.331952,-0.110965,531700,160900,TQ316609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2DF,No,51.331030,-0.109567,531800,160800,TQ317607,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,78,,,"Riddlesdown",0.7,"Greater London","Croydon","",""
CR2 2DG,No,51.332874,-0.112362,531600,161000,TQ316610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2DH,No,51.337413,-0.115047,531400,161500,TQ314614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2DJ,No,51.332874,-0.112362,531600,161000,TQ316610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2DL,No,51.330108,-0.108169,531900,160700,TQ319606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,82,,,"Riddlesdown",0.7,"Greater London","Croydon","",""
CR2 2DN,No,51.329163,-0.105337,532100,160600,TQ321605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,101,,,"Riddlesdown",0.6,"Greater London","Croydon","",""
CR2 2DP,No,51.331952,-0.110965,531700,160900,TQ316609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2DQ,No,51.331053,-0.111001,531700,160800,TQ317607,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2DR,No,51.331053,-0.111001,531700,160800,TQ317607,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2DS,No,51.330131,-0.109604,531800,160700,TQ317606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Riddlesdown",0.8,"Greater London","Croydon","",""
CR2 2DT,No,51.330108,-0.108169,531900,160700,TQ319606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,82,,,"Riddlesdown",0.7,"Greater London","Croydon","",""
CR2 2DU,No,51.331952,-0.110965,531700,160900,TQ316609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2DW,No,51.331952,-0.110965,531700,160900,TQ316609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2DX,No,51.329140,-0.103903,532200,160600,TQ321605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,117,,,"Riddlesdown",0.5,"Greater London","Croydon","",""
CR2 2DY,No,51.328265,-0.105375,532100,160500,TQ320605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,92,,,"Kenley",0.5,"Greater London","Croydon","",""
CR2 2DZ,No,51.330085,-0.106735,532000,160700,TQ319606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,94,,,"Riddlesdown",0.6,"Greater London","Croydon","",""
CR2 2EA,No,51.334694,-0.113723,531500,161200,TQ314611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2EB,No,51.334694,-0.113723,531500,161200,TQ314611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.3,"Greater London","Croydon","",""
