Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division,Water Company,Sewage Company
CR2 2ED,No,51.334694,-0.113723,531500,161200,TQ314611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2EE,No,51.334694,-0.113723,531500,161200,TQ314611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2EF,No,51.332897,-0.113797,531500,161000,TQ314610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,81,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2EG,No,51.333842,-0.116629,531300,161100,TQ313611,1/1/1980 12:00:00 AM,12/1/1988 12:00:00 AM,85,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2EH,No,51.333796,-0.113760,531500,161100,TQ314611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,76,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2EJ,No,51.332091,-0.119572,531100,160900,TQ310609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,87,,,"Reedham",0.3,"Greater London","Croydon","",""
CR2 2EL,No,51.332966,-0.118101,531200,161000,TQ311609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,87,,,"Reedham",0.4,"Greater London","Croydon","",""
CR2 2EN,No,51.332943,-0.116666,531300,161000,TQ312609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 2EP,No,51.332920,-0.115231,531400,161000,TQ314610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,90,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2EQ,No,51.329256,-0.111075,531700,160600,TQ317606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,88,,,"Kenley",0.9,"Greater London","Croydon","",""
CR2 2ER,No,51.332920,-0.115231,531400,161000,TQ314610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,90,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2ES,No,51.328357,-0.111112,531700,160500,TQ317604,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Kenley",0.8,"Greater London","Croydon","",""
CR2 2HA,No,51.337437,-0.116482,531300,161500,TQ312615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2HB,No,51.335616,-0.115121,531400,161300,TQ313612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,72,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2HD,No,51.334717,-0.115158,531400,161200,TQ313611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2HE,No,51.332943,-0.116666,531300,161000,TQ312609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 2HF,No,51.332044,-0.116703,531300,160900,TQ312608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 2HG,No,51.328450,-0.116850,531300,160500,TQ313605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,126,,,"Reedham (London)",0.5,"Greater London","Croydon","",""
CR2 2HH,No,51.333842,-0.116629,531300,161100,TQ313611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,85,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2HJ,No,51.327551,-0.116887,531300,160400,TQ312604,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,123,,,"Reedham (London)",0.6,"Greater London","Croydon","",""
CR2 2HL,No,51.324809,-0.114129,531500,160100,TQ314601,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,133,,,"Kenley",0.9,"Greater London","Croydon","",""
CR2 2HN,No,51.327551,-0.116887,531300,160400,TQ312604,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,123,,,"Reedham (London)",0.6,"Greater London","Croydon","",""
CR2 2HP,No,51.332044,-0.116703,531300,160900,TQ312608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 2HQ,No,51.332044,-0.116703,531300,160900,TQ312608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 2HR,No,51.330270,-0.118211,531200,160700,TQ311606,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,113,,,"Reedham (London)",0.4,"Greater London","Croydon","",""
CR2 2HS,No,51.325731,-0.115526,531400,160200,TQ314602,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,125,,,"Reedham (London)",0.8,"Greater London","Croydon","",""
CR2 2HT,No,51.329325,-0.115379,531400,160600,TQ313605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,131,,,"Reedham (London)",0.6,"Greater London","Croydon","",""
CR2 2HU,No,51.328427,-0.115416,531400,160500,TQ313605,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,133,,,"Reedham (London)",0.6,"Greater London","Croydon","",""
CR2 2JA,No,51.341999,-0.120602,531000,162000,TQ310619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2JB,No,51.341077,-0.119204,531100,161900,TQ311618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,93,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2JG,No,51.344741,-0.123362,530800,162300,TQ307622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Purley",1.0,"Greater London","Croydon","",""
CR2 2JH,No,51.341953,-0.117733,531200,162000,TQ311619,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,92,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2JJ,No,51.344741,-0.123362,530800,162300,TQ307622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Purley",1.0,"Greater London","Croydon","",""
CR2 2JL,No,51.341930,-0.116298,531300,162000,TQ312620,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,82,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2JN,No,51.341077,-0.119204,531100,161900,TQ311618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,93,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2JP,No,51.340179,-0.119241,531100,161800,TQ310618,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,80,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2JQ,No,51.343796,-0.120529,531000,162200,TQ309621,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,113,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2LA,No,51.339257,-0.117843,531200,161700,TQ311617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2LB,No,51.340271,-0.124980,530700,161800,TQ307618,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,88,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2LD,No,51.340408,-0.133589,530100,161800,TQ301617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,108,,,"Reedham",1.2,"Greater London","Croydon","",""
CR2 2LE,No,51.339257,-0.117843,531200,161700,TQ311617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2LF,No,51.339257,-0.117843,531200,161700,TQ311617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2LG,No,51.363220,-0.098186,532500,164400,TQ325644,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,51,,,"South Croydon",0.3,"Greater London","Croydon","",""
CR2 2LH,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2LJ,No,51.350638,-0.098707,532500,163000,TQ325629,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,58,,,"Purley Oaks",0.4,"Greater London","Croydon","",""
CR2 2LL,No,51.341976,-0.119167,531100,162000,TQ311619,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,102,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2LN,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2LP,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2LQ,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2LR,No,51.350638,-0.098707,532500,163000,TQ325629,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,58,,,"Purley Oaks",0.4,"Greater London","Croydon","",""
CR2 2NA,No,51.346354,-0.111808,531600,162500,TQ316624,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,101,,,"Purley Oaks",0.9,"Greater London","Croydon","",""
CR2 2NB,No,51.346331,-0.110373,531700,162500,TQ317625,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,100,,,"Purley Oaks",0.8,"Greater London","Croydon","",""
CR2 2ND,No,51.346354,-0.111808,531600,162500,TQ316624,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,101,,,"Purley Oaks",0.9,"Greater London","Croydon","",""
CR2 2NE,No,51.341884,-0.113428,531500,162000,TQ314620,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2NF,No,51.343658,-0.111919,531600,162200,TQ316622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,79,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2NG,No,51.340133,-0.116371,531300,161800,TQ313618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2NH,No,51.344534,-0.110447,531700,162300,TQ317623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,84,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2NJ,No,51.341884,-0.113428,531500,162000,TQ314620,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2NL,No,51.341884,-0.113428,531500,162000,TQ314620,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,69,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 2NN,No,51.344580,-0.113317,531500,162300,TQ315623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,94,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2NQ,No,51.344557,-0.111882,531600,162300,TQ316623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,89,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2NR,No,51.344603,-0.114752,531400,162300,TQ314623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2NS,No,51.344603,-0.114752,531400,162300,TQ314623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2NT,No,51.342829,-0.116261,531300,162100,TQ312621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,88,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2PA,No,51.375801,-0.097665,532500,165800,TQ324657,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Wellesley Road",0.0,"Greater London","Croydon","",""
CR2 2PB,No,51.379326,-0.093208,532800,166200,TQ327662,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,57,,,"East Croydon",0.4,"Greater London","Croydon","",""
CR2 2PD,No,51.375801,-0.097665,532500,165800,TQ324657,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Wellesley Road",0.0,"Greater London","Croydon","",""
CR2 2PE,No,51.379326,-0.093208,532800,166200,TQ327662,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,57,,,"East Croydon",0.4,"Greater London","Croydon","",""
CR2 2QA,No,51.343635,-0.110484,531700,162200,TQ317622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,73,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2QB,No,51.345363,-0.106105,532000,162400,TQ320624,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley Oaks",0.5,"Greater London","Croydon","",""
CR2 2QD,No,51.344534,-0.110447,531700,162300,TQ317623,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,84,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2QE,No,51.344510,-0.109012,531800,162300,TQ318622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,77,,,"Purley Oaks",0.8,"Greater London","Croydon","",""
CR2 2QF,No,51.344510,-0.109012,531800,162300,TQ318622,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,77,,,"Purley Oaks",0.8,"Greater London","Croydon","",""
CR2 2UA,No,51.339188,-0.113539,531500,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2UD,No,51.337390,-0.113612,531500,161500,TQ315614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.0,"Greater London","Croydon","",""
CR2 2UE,No,51.338312,-0.115010,531400,161600,TQ314615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2UF,No,51.340962,-0.112030,531600,161900,TQ315619,10/1/1984 12:00:00 AM,12/1/1990 12:00:00 AM,65,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2UG,No,51.342736,-0.110521,531700,162100,TQ317620,4/1/1987 12:00:00 AM,12/1/1991 12:00:00 AM,66,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 2UH,No,51.339211,-0.114973,531400,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2UL,No,51.338312,-0.115010,531400,161600,TQ314615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2UN,No,51.339211,-0.114973,531400,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2UQ,No,51.343589,-0.107614,531900,162200,TQ319622,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,64,,,"Purley Oaks",0.7,"Greater London","Croydon","",""
CR2 2UR,No,51.340109,-0.114937,531400,161800,TQ313617,4/1/1986 12:00:00 AM,12/1/1988 12:00:00 AM,67,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2UT,No,51.340109,-0.114937,531400,161800,TQ313617,3/1/1988 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2UX,No,51.340109,-0.114937,531400,161800,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2UY,No,51.340086,-0.113502,531500,161800,TQ314617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,66,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2UZ,No,51.340086,-0.113502,531500,161800,TQ314617,10/1/1984 12:00:00 AM,12/1/1985 12:00:00 AM,66,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XA,No,51.338335,-0.116445,531300,161600,TQ312615,4/1/1987 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XB,No,51.342898,-0.120566,531000,162100,TQ309621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,112,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 2XD,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XE,No,51.340109,-0.114937,531400,161800,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XG,No,51.356007,-0.097049,532600,163600,TQ325635,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,55,,,"South Croydon",0.8,"Greater London","Croydon","",""
CR2 2XH,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XL,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XN,No,51.339257,-0.117843,531200,161700,TQ311617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XP,No,51.343796,-0.120529,531000,162200,TQ309621,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,113,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 2XQ,No,51.339257,-0.117843,531200,161700,TQ311617,1/1/1980 12:00:00 AM,12/1/1986 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XR,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XS,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2XT,No,51.340133,-0.116371,531300,161800,TQ313618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XU,No,51.340133,-0.116371,531300,161800,TQ313618,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2XX,No,51.340133,-0.116371,531300,161800,TQ313618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2YA,No,51.339257,-0.117843,531200,161700,TQ311617,4/1/1985 12:00:00 AM,12/1/1990 12:00:00 AM,70,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2YD,No,51.339211,-0.114973,531400,161700,TQ314617,1/1/1980 12:00:00 AM,12/1/1981 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2YE,No,51.338289,-0.113575,531500,161600,TQ315616,7/1/1986 12:00:00 AM,12/1/1991 12:00:00 AM,73,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2YH,No,51.338335,-0.116445,531300,161600,TQ312615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2YJ,No,51.339234,-0.116408,531300,161700,TQ313617,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2YL,No,51.341008,-0.114900,531400,161900,TQ313618,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 2YN,No,51.340109,-0.114937,531400,161800,TQ313617,4/1/1986 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 2YP,No,51.338335,-0.116445,531300,161600,TQ312615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2YQ,No,51.336492,-0.113649,531500,161400,TQ315614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2YR,No,51.336492,-0.113649,531500,161400,TQ315614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2YT,No,51.337390,-0.113612,531500,161500,TQ315614,4/1/1985 12:00:00 AM,12/1/1990 12:00:00 AM,75,,,"Purley",0.0,"Greater London","Croydon","",""
CR2 2YU,No,51.337413,-0.115047,531400,161500,TQ314614,10/1/1984 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.1,"Greater London","Croydon","",""
CR2 2YX,No,51.339234,-0.116408,531300,161700,TQ313617,6/1/1981 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 2YY,No,51.338335,-0.116445,531300,161600,TQ312615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,67,,,"Purley",0.2,"Greater London","Croydon","",""
CR2 3AA,No,51.337460,-0.117917,531200,161500,TQ311615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,68,,,"Purley",0.3,"Greater London","Croydon","",""
CR2 3AB,No,51.337483,-0.119351,531100,161500,TQ311615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,74,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 3AD,No,51.336584,-0.119388,531100,161400,TQ311614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 3AE,No,51.337506,-0.120786,531000,161500,TQ310615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,81,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 3AF,No,51.336584,-0.119388,531100,161400,TQ311614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,71,,,"Purley",0.4,"Greater London","Croydon","",""
CR2 3AG,No,51.338450,-0.123619,530800,161600,TQ307615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,86,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 3AH,No,51.338427,-0.122184,530900,161600,TQ309615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,82,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 3AJ,No,51.337552,-0.123656,530800,161500,TQ307615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,87,,,"Purley",0.7,"Greater London","Croydon","",""
CR2 3AL,No,51.337529,-0.122221,530900,161500,TQ308615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,86,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 3AN,No,51.336676,-0.125127,530700,161400,TQ306614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,91,,,"Reedham",0.6,"Greater London","Croydon","",""
CR2 3AP,No,51.336630,-0.122258,530900,161400,TQ308614,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,88,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 3AQ,No,51.335754,-0.123729,530800,161300,TQ307612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 3AR,No,51.337529,-0.122221,530900,161500,TQ308615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,86,,,"Purley",0.6,"Greater London","Croydon","",""
CR2 3AS,No,51.335754,-0.123729,530800,161300,TQ307612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 3AT,No,51.335777,-0.125164,530700,161300,TQ306612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 3AU,No,51.337506,-0.120786,531000,161500,TQ310615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,81,,,"Purley",0.5,"Greater London","Croydon","",""
CR2 3AW,No,51.334833,-0.122331,530900,161200,TQ308612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,77,,,"Reedham",0.4,"Greater London","Croydon","",""
CR2 3BA,No,51.338473,-0.125054,530700,161600,TQ306615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Purley",0.8,"Greater London","Croydon","",""
CR2 3BB,No,51.337575,-0.125090,530700,161500,TQ307615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,90,,,"Reedham",0.7,"Greater London","Croydon","",""
CR2 3BD,No,51.335800,-0.126598,530600,161300,TQ306612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 3BE,No,51.334094,-0.132410,530200,161100,TQ302610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,106,,,"Reedham",0.7,"Greater London","Croydon","",""
CR2 3BF,No,51.334117,-0.133845,530100,161100,TQ300610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,109,,,"Reedham",0.8,"Greater London","Croydon","",""
CR2 3BG,No,51.335800,-0.126598,530600,161300,TQ306612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,95,,,"Reedham",0.5,"Greater London","Croydon","",""
CR2 3BH,No,51.335823,-0.128033,530500,161300,TQ304612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Reedham",0.6,"Greater London","Croydon","",""
CR2 3BJ,No,51.334072,-0.130976,530300,161100,TQ302611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,103,,,"Reedham",0.6,"Greater London","Croydon","",""
CR2 3BL,No,51.335823,-0.128033,530500,161300,TQ304612,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,98,,,"Reedham",0.6,"Greater London","Croydon","",""
CR2 3BN,No,51.333219,-0.133881,530100,161000,TQ301610,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,111,,,"Reedham",0.8,"Greater London","Croydon","",""
CR2 3DA,No,51.337872,-0.143742,529400,161500,TQ294615,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,114,,,"Reedham",1.6,"Greater London","Croydon","",""
CR2 3DB,No,51.334209,-0.139583,529700,161100,TQ297611,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,122,,,"Reedham",1.2,"Greater London","Croydon","",""
CR2 3DD,No,51.332411,-0.139656,529700,160900,TQ297608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,119,,,"Reedham",1.1,"Greater London","Croydon","",""
CR2 3DE,No,51.336052,-0.142380,529500,161300,TQ295613,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,121,,,"Reedham",1.4,"Greater London","Croydon","",""
CR2 3DF,No,51.332388,-0.138222,529800,160900,TQ297608,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,115,,,"Reedham",1.0,"Greater London","Croydon","",""
CR2 3DG,No,51.333355,-0.142489,529500,161000,TQ295609,1/1/1980 12:00:00 AM,12/1/1990 12:00:00 AM,125,,,"Coulsdon Town",1.3,"Greater London","Croydon","",""
