Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
SE21 7DG,Yes,51.452318,-0.083173,533286,174335,TQ332743,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",29,7,"Greater London","Southwark","Southwark 030E","Urban major conurbation",London,36,2,E01004072,,E02000836,"East Dulwich",E43000218,E00020522,E14000673,25533,1,0,2022-11-26,"North Dulwich",0.407175,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+WP,67000,"","London","Inner London - East","Lewisham and Southwark","10009791358,200003434214,200003434215,200003434216,200003434217,200003434218,200003434219,200003434220,200003435490",34.2468
SE21 7DH,Yes,51.450179,-0.083194,533291,174097,TQ332740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",65,22,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,34,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020500,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.579335,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+3P,76600,"","London","Inner London - East","Lewisham and Southwark","10000810435,10009789598,10009789637,200003434221,200003434222,200003434223,200003434224,200003434225,200003434226,200003434227,200003434228,200003434229,200003434230,200003434231,200003434232,200003434233,200003434234,200003434235,200003434236,200003434237,200003435280,200003435281,200003435282,200003435283,200003435434,200003472209,200003472210,200003478490,200003478491",34.2521
SE21 7DJ,Yes,51.451092,-0.084074,533227,174197,TQ332741,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",63,30,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,33,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020500,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.461248,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+C9,76600,"","London","Inner London - East","Lewisham and Southwark","10009789588,10025187440,200003434238,200003434239,200003434240,200003434241,200003434242,200003434243,200003434244,200003434245,200003434246,200003434247,200003434248,200003434249,200003434250,200003434251,200003434252,200003434253,200003434254,200003434255,200003434256,200003434257,200003434258,200003434259,200003434260,200003434261,200003434262,200003434263,200003434264,200003434265,200003434266,200003434267,200003434268,200003434269",34.3112
SE21 7DL,Yes,51.450894,-0.083564,533263,174176,TQ332741,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",52,22,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,33,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020500,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.499859,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+9H,76600,"","London","Inner London - East","Lewisham and Southwark","200003434270,200003434271,200003434272,200003434273,200003434274,200003434275,200003434276,200003434277,200003434278,200003434279,200003434280,200003434281,200003434282,200003434283,200003434284,200003434285,200003434286,200003434287,200003434288,200003434289,200003434290,200003434291,200003434292,200003434293",34.2763
SE21 7DN,Yes,51.450555,-0.082614,533330,174140,TQ333741,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",68,24,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,35,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020525,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.570363,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+6X,76600,"","London","Inner London - East","Lewisham and Southwark","10013525251,200003434294,200003434295,200003434296,200003434297,200003434298,200003434299,200003434300,200003434301,200003434302,200003434303,200003434304,200003434305,200003434306,200003434307,200003434308,200003434309,200003434310,200003434311,200003434312,200003434313,200003434314,200003434315,200003434316,200003434317,200003434318,200003435460",34.2111
SE21 7DP,Yes,51.449561,-0.081734,533394,174031,TQ333740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",40,12,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,39,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020525,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.694541,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX9+R8,76600,"","London","Inner London - East","Lewisham and Southwark","10009789627,200003434319,200003434320,200003434321,200003434322,200003434323,200003434324,200003434325,200003434326,200003434327,200003434328,200003434329,200003434330",34.1524
SE21 7DQ,Yes,51.451307,-0.084065,533227,174221,TQ332742,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",26,16,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,33,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020500,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.442329,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW28+G9,76600,"","London","Inner London - East","Lewisham and Southwark","10009790921,200003434331,200003434332,200003434333,200003434334,200003434335,200003434336,200003434337,200003434338,200003434992,200003434993,200003434994,200003434995,200003434996,200003434997,200003434998,200003434999",34.3102
SE21 7DR,Yes,51.449607,-0.083419,533277,174033,TQ332740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",63,20,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,35,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020500,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.624897,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX8+RJ,76600,"","London","Inner London - East","Lewisham and Southwark","10009797936,10091667317,10091667318,200003434339,200003434340,200003434341,200003434342,200003434343,200003434344,200003434345,200003434346,200003434347,200003434348,200003434349,200003434350,200003434351,200003434352,200003434353,200003434354,200003434355,200003434356,200003434357,200003434358",34.269
SE21 7DS,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1993-01-01,2006-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7DW,Yes,51.450068,-0.081425,533414,174088,TQ334740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",90,29,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,39,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020525,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.665383,SE,SE21,"Metropolitan Police","Thames Water",9C3XFW29+2C,76600,"","London","Inner London - East","Lewisham and Southwark","200003434359,200003434360,200003434361,200003434362,200003434363,200003434364,200003434365,200003434366,200003434367,200003434368,200003434369,200003434370,200003434371,200003434372,200003434373,200003434374,200003434375,200003434376,200003434377,200003434378,200003434379,200003434380,200003434381,200003434382,200003434383,200003434384,200003434385,200003434386,200003434387,200003435447",34.1299
SE21 7DZ,Yes,51.448613,-0.080997,533448,173927,TQ334739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",71,22,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,40,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020528,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.809324,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX9+CJ,76600,"","London","Inner London - East","Lewisham and Southwark","10015276692,10025193741,200003435000,200003435001,200003435002,200003435003,200003435004,200003435005,200003435006,200003435007,200003435008,200003435009,200003435010,200003435011,200003435012,200003435013,200003435014,200003435015,200003435016,200003435017,200003435018,200003435019,200003435020,200003435463",34.1038
SE21 7EA,Yes,51.448256,-0.078954,533591,173891,TQ335738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",29,9,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,41,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020528,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.929491,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWXC+8C,76600,"","London","Inner London - East","Lewisham and Southwark","10009789517,200003434388,200003434389,200003434390,200003434391,200003434392,200003434393,200003434394,200003434395,200003434396",33.9634
SE21 7EB,Yes,51.447428,-0.076139,533789,173804,TQ337738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",40,15,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,44,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020502,E14000673,26265,1,0,2022-11-26,"North Dulwich",1.13126,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWWF+XG,76600,"","London","Inner London - East","Lewisham and Southwark","200003434397,200003434398,200003434399,200003434400,200003434401,200003434402,200003434403,200003434404,200003434405,200003434406,200003434407,200003434408,200003434409,200003434410,200003434411,200003434412",33.771
SE21 7ED,Yes,51.446469,-0.073618,533967,173702,TQ339737,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",42,16,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,48,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020502,E14000673,26265,1,0,2022-11-26,"North Dulwich",1.33171,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWWG+HH,76600,"","London","Inner London - East","Lewisham and Southwark","200003434413,200003434414,200003434415,200003434416,200003434417,200003434418,200003434419,200003434420,200003434421,200003434422,200003434423,200003434424,200003434425,200003434426,200003434427,200003434428,200003434429,200003434430",33.5997
SE21 7EE,Yes,51.447552,-0.074939,533872,173820,TQ338738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",135,44,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,46,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020502,E14000673,26265,1,0,2022-11-26,"North Dulwich",1.18356,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWXG+22,76600,"","London","Inner London - East","Lewisham and Southwark","200003434431,200003434432,200003434433,200003434434,200003434435,200003434436,200003434437,200003434438,200003434439,200003434440,200003434441,200003434442,200003434443,200003434444,200003434445,200003434446,200003434447,200003434448,200003434449,200003434450,200003434451,200003434452,200003434453,200003434454,200003434455,200003434456,200003434457,200003434458,200003434459,200003434460,200003434461,200003434462,200003434463,200003434464,200003434465,200003434466,200003434467,200003434468,200003434469,200003434470,200003434471,200003434472,200003434473,200003469505,200003469546",33.6876
SE21 7EF,Yes,51.448840,-0.079462,533554,173955,TQ335739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",68,22,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,43,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020528,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.857867,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWXC+G6,76600,"","London","Inner London - East","Lewisham and Southwark","10009789700,200003434474,200003434475,200003434476,200003434477,200003434478,200003434479,200003434480,200003434481,200003434482,200003434483,200003434484,200003434485,200003434486,200003434487,200003434488,200003434489,200003434490,200003434491,200003434492,200003434493,200003434494,200003435284,200003435285",33.9969
SE21 7EG,Yes,51.449313,-0.078693,533606,174009,TQ336740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",66,26,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,44,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020528,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.859068,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWXC+PG,76600,"","London","Inner London - East","Lewisham and Southwark","200003434495,200003434496,200003434497,200003434498,200003434499,200003434500,200003434501,200003434502,200003434503,200003434504,200003434505,200003434506,200003434507,200003434508,200003434509,200003434510,200003434511,200003434512,200003434513,200003434514,200003434515,200003434516,200003434517,200003434518,200003434519,200003434520",33.9425
SE21 7EH,No,51.436412,-0.087163,533055,172559,TQ330725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",2001-06-01,2005-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,44,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019877,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.555971,SE,SE21,"Metropolitan Police","",9C3XCWP7+H4,56500,"","London","Inner London - East","Lewisham and Southwark","",34.5904
SE21 7EP,Yes,51.442645,-0.081751,533413,173262,TQ334732,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",23,10,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,42,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020503,E14000673,25346,1,0,2022-11-26,"West Dulwich",0.647256,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWV9+37,76600,"","London","Inner London - East","Lewisham and Southwark","10009790362,10094087722,10094742309,200003434521,200003434522,200003434523,200003434524,200003434525,200003434526,200003434527,200003434528,200003434529,200003434530,200003434531,200003434532",34.1788
