Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
SE21 7HB,No,51.445143,-0.083229,533303,173537,TQ333735,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1992-08-01,1998-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,37,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020503,E14000673,25346,6,1,2022-11-26,"West Dulwich",0.697758,SE,SE21,"Metropolitan Police","",9C3XCWW8+3P,76600,"","London","Inner London - East","Lewisham and Southwark","",34.27
SE21 7HH,Yes,51.435517,-0.079690,533577,172473,TQ335724,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",11,3,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,61,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.31486,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWPC+64,56500,"","London","Inner London - East","Lewisham and Southwark","10009789825,10015303841,10025296720,200003434590,200003434591,200003434592,200003493012",34.0803
SE21 7HJ,Yes,51.434260,-0.077109,533760,172338,TQ337723,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",92,32,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,82,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.282227,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMF+P5,56500,"","London","Inner London - East","Lewisham and Southwark","10009790914,10009790915,200003434593,200003434594,200003434595,200003434596,200003434597,200003434598,200003434599,200003434600,200003434601,200003434602,200003434603,200003434604,200003434605,200003434606,200003434607,200003434608,200003434609,200003434610,200003434611,200003434612,200003434613,200003434614,200003434615,200003434616,200003434617,200003434618,200003434619,200003434620,200003434621,200003434622,200003434623,200003434624",33.9117
SE21 7HL,Yes,51.434550,-0.077788,533712,172369,TQ337723,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",17,6,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,77,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.270058,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMC+RV,56500,"","London","Inner London - East","Lewisham and Southwark","200003434625,200003434626,200003434627,200003434628,200003434629,200003434630,200003435435",33.9563
SE21 7HN,Yes,51.433677,-0.078846,533641,172270,TQ336722,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",17,6,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,70,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.148964,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWMC+FF,56500,"","London","Inner London - East","Lewisham and Southwark","200003434631,200003434632,200003434633,200003434634,200003434635,200003435259",34.0364
SE21 7HP,Yes,51.431972,-0.075220,533898,172087,TQ338720,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",84,34,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,97,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.353514,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWJF+QW,56500,"","London","Inner London - East","Lewisham and Southwark","10000815070,10009789832,10025188498,200003435369,200003435370,200003435371,200003435372,200003435373,200003435374,200003435375,200003435376,200003435377,200003435378,200003435379,200003435380,200003435381,200003435382,200003435383,200003435384,200003435385,200003435386,200003435387,200003435388,200003435389,200003435390,200003435391,200003435392,200003435393,200003435394,200003435395,200003435396,200003435397,200003435398,200003435399,200003435400,200003435401,200003435402,200003435403,200003435404",33.8004
SE21 7HR,Yes,51.430196,-0.076072,533844,171888,TQ338718,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",91,45,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,101,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019854,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.391041,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWJF+3H,56500,"","London","Inner London - East","Lewisham and Southwark","200003435321,200003435322,200003435323,200003435324,200003435325,200003435326,200003435327,200003435328,200003435329,200003435330,200003435331,200003435332,200003435333,200003435334,200003435335,200003435336,200003435337,200003435338,200003435339,200003435340,200003435341,200003435342,200003435343,200003435344,200003435345,200003435346,200003435347,200003435348,200003435349,200003435350,200003435351,200003435352,200003435353,200003435354,200003435355,200003435356,200003435357,200003435358,200003435359,200003435360,200003435361,200003435362,200003435363,200003435364,200003435365,200003435366,200003435367,200003435368",33.8755
SE21 7HS,No,51.445143,-0.083229,533303,173537,TQ333735,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1992-08-01,1998-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,37,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020503,E14000673,25346,6,1,2022-11-26,"West Dulwich",0.697758,SE,SE21,"Metropolitan Police","",9C3XCWW8+3P,76600,"","London","Inner London - East","Lewisham and Southwark","",34.27
SE21 7HT,No,51.430338,-0.078137,533700,171900,TQ337718,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1987-04-01,1994-05-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,84,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,8,1,2022-11-26,"Sydenham Hill",0.287855,SE,SE21,"Metropolitan Police","",9C3XCWJC+4P,56500,"","London","Inner London - East","Lewisham and Southwark","",34.0167
SE21 7HW,Yes,51.430891,-0.078402,533680,171961,TQ336719,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",26,9,"Greater London","Southwark","Southwark 033A","Urban major conurbation",London,80,3,E01003945,,E02000839,"Sydenham Hill",E43000218,E00019853,E14000673,17553,1,0,2022-11-26,"Sydenham Hill",0.226028,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWJC+9J,56500,"","London","Inner London - East","Lewisham and Southwark","200003434636,200003434637,200003434638,200003434639,200003434640,200003434641,200003434642,200003434643,200003434644,200003434645,200003434646,200003435489",34.0298
SE21 7JA,Yes,51.447184,-0.094843,532490,173743,TQ324737,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",28,9,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,30,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020501,E14000673,25346,1,0,2022-11-26,"West Dulwich",0.754457,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW4+V3,76600,"","London","Inner London - East","Lewisham and Southwark","10025188403,200003434647,200003434648,200003434649,200003434650,200003434651,200003434652,200003434653,200003434654,200003434655,200003434656",35.0666
SE21 7JB,Yes,51.447896,-0.092670,532639,173826,TQ326738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",122,38,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020499,E14000673,25346,1,0,2022-11-26,"West Dulwich",0.78833,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX4+5W,76600,"","London","Inner London - East","Lewisham and Southwark","10025177983,200003434657,200003434658,200003434659,200003434660,200003434661,200003434662,200003434663,200003434664,200003434665,200003434666,200003434667,200003434668,200003434669,200003434670,200003434671,200003434672,200003434673,200003434674,200003434675,200003434676,200003434677,200003434678,200003434679,200003434680,200003434681,200003434682,200003434683,200003434684,200003434685,200003434686,200003434687,200003434688,200003434689,200003434690,200003434691,200003434692,200003434693,200003435454,200003473620,200003478910",34.914
SE21 7JD,No,51.447671,-0.093240,532600,173800,TQ326738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1995-01-01,1996-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020499,E14000673,25346,8,1,2022-11-26,"West Dulwich",0.771856,SE,SE21,"Metropolitan Police","",9C3XCWX4+3P,76600,"","London","Inner London - East","Lewisham and Southwark","",34.9541
SE21 7JF,No,51.447671,-0.093240,532600,173800,TQ326738,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1991-09-01,1992-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020499,E14000673,25346,8,1,2022-11-26,"West Dulwich",0.771856,SE,SE21,"Metropolitan Police","",9C3XCWX4+3P,76600,"","London","Inner London - East","Lewisham and Southwark","",34.9541
SE21 7JG,No,51.447184,-0.094843,532490,173743,TQ324737,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1984-10-01,2000-10-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,30,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020501,E14000673,25346,8,1,2022-11-26,"West Dulwich",0.754457,SE,SE21,"Metropolitan Police","",9C3XCWW4+V3,76600,"","London","Inner London - East","Lewisham and Southwark","",35.0666
SE21 7JH,Yes,51.446916,-0.094339,532526,173714,TQ325737,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",36,10,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,30,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020501,E14000673,25346,1,0,2022-11-26,"West Dulwich",0.713887,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW4+Q7,76600,"","London","Inner London - East","Lewisham and Southwark","10025188402,10090283995,10091665852,10093339651,10094085066,200003434694,200003434695,200003434696,200003434697,200003434698,200003434699,200003434700,200003434701,200003434702,200003435429,200003435440,200003468716",35.0326
SE21 7JJ,Yes,51.447438,-0.092746,532635,173775,TQ326737,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",80,28,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,3,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020499,E14000673,25346,1,0,2022-11-26,"West Dulwich",0.739285,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW4+XW,76600,"","London","Inner London - East","Lewisham and Southwark","200003434703,200003434704,200003434705,200003434706,200003434707,200003434708,200003434709,200003434710,200003434711,200003434712,200003434713,200003434714,200003434715,200003434716,200003434717,200003434718,200003434719,200003434720,200003434721,200003434722,200003434723,200003434724,200003434725,200003434726,200003434727,200003434728,200003434729,200003434730,200003434731,200003435451",34.9206
SE21 7JL,Yes,51.448538,-0.090124,532814,173902,TQ328739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",54,18,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,29,2,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020498,E14000673,25346,1,0,2022-11-26,"North Dulwich",0.677886,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX5+CX,76600,"","London","Inner London - East","Lewisham and Southwark","200003434732,200003434733,200003434734,200003434735,200003434736,200003434737,200003434738,200003434739,200003434740,200003434741,200003434742,200003434743,200003434744,200003434745,200003434746,200003434747,200003434748,200003434749,200003473619,200003480276",34.7359
SE21 7JN,Yes,51.448630,-0.087530,532994,173917,TQ329739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",69,26,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,30,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020530,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.650794,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX6+FX,76600,"","London","Inner London - East","Lewisham and Southwark","200003434750,200003434751,200003434752,200003434753,200003434754,200003434755,200003434756,200003434757,200003434758,200003434759,200003434760,200003434761,200003434762,200003434763,200003434764,200003434765,200003434766,200003434767,200003434768,200003434769,200003434770,200003434771,200003434772,200003434773,200003434774,200003435430",34.5561
SE21 7JP,Yes,51.449601,-0.087489,532994,174025,TQ329740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",46,16,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,29,2,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020498,E14000673,25346,1,0,2022-11-26,"North Dulwich",0.543155,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX7+R2,76600,"","London","Inner London - East","Lewisham and Southwark","10009789163,10009790226,200003434775,200003434776,200003434777,200003434778,200003434779,200003434780,200003434781,200003434782,200003434783,200003434784,200003434785,200003434786,200003434787,200003434788,200003434789,200003434790,200003434791,200003473693",34.5508
SE21 7JR,Yes,51.449050,-0.086822,533042,173965,TQ330739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",62,35,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,30,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020530,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.608326,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX7+J7,76600,"","London","Inner London - East","Lewisham and Southwark","10009790074,10009795321,200003434792,200003434793,200003434794,200003434795,200003434796,200003434797,200003434798,200003434799,200003434800,200003434801,200003434802,200003434803,200003434804,200003434805,200003434806,200003434807,200003434808,200003434809,200003434810,200003434811,200003434812,200003434813,200003434814,200003434815,200003434816,200003434817,200003434818,200003434819,200003434820,200003434821,200003434822,200003434823,200003434824,200003434825,200003434826,200003435044,200003435045,200003435046,200003435443",34.5059
SE21 7JS,Yes,51.449492,-0.086371,533072,174015,TQ330740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",50,21,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,30,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020530,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.564715,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX7+QF,76600,"","London","Inner London - East","Lewisham and Southwark","10009789288,10096035718,10096035719,200003434827,200003434828,200003434829,200003434830,200003434831,200003434832,200003434833,200003434834,200003434835,200003434836,200003434837,200003435047,200003435048,200003435049,200003435050,200003435051,200003435052,200003435053,200003435054,200003435055,200003435056,200003435057",34.4736
SE21 7JT,Yes,51.449905,-0.089060,532884,174056,TQ328740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",23,11,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,2,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020498,E14000673,25346,1,0,2022-11-26,"North Dulwich",0.514664,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX6+X9,76600,"","London","Inner London - East","Lewisham and Southwark","200003435058,200003435059,200003435060,200003435061,200003435062,200003435063,200003435064,200003435065,200003435066,200003435067,200003435068,200003435069",34.6588
SE21 7JU,Yes,51.449601,-0.089159,532878,174022,TQ328740,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",26,13,"Greater London","Southwark","Southwark 031A","Urban major conurbation",London,27,2,E01004069,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020498,E14000673,25346,1,0,2022-11-26,"North Dulwich",0.549098,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX6+R8,76600,"","London","Inner London - East","Lewisham and Southwark","10009790333,200003434838,200003434839,200003434840,200003434841,200003434842,200003434843,200003434844,200003434845,200003434846,200003434847,200003434848,200003434849,200003434850",34.6664
SE21 7JW,Yes,51.448832,-0.087205,533016,173940,TQ330739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",82,25,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,31,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020530,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.629733,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX7+G4,76600,"","London","Inner London - East","Lewisham and Southwark","200003434851,200003434852,200003434853,200003434854,200003434855,200003434856,200003434857,200003434858,200003434859,200003434860,200003434861,200003434862,200003434863,200003434864,200003434865,200003434866,200003434867,200003434868,200003434869,200003434870,200003434871,200003434872,200003434873,200003434874,200003434875",34.533
SE21 7JZ,Yes,51.448966,-0.086036,533097,173957,TQ330739,"Greater London","Southwark","Dulwich Village",E09000028,E05011100,England,E11000009,"Dulwich and West Norwood",1999-06-01,,"Southwark, unparished area","",20,10,"Greater London","Southwark","Southwark 031E","Urban major conurbation",London,31,2,E01004075,,E02000837,"Herne Hill & Dulwich Park",E43000218,E00020530,E14000673,26265,1,0,2022-11-26,"North Dulwich",0.626613,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWX7+HH,76600,"","London","Inner London - East","Lewisham and Southwark","200003469421,200003469423,200003469430,200003469431,200003469432,200003469433,200003469434,200003469435,200003469436,200003469453",34.4517
SE21 7LD,Yes,51.439842,-0.084590,533224,172945,TQ332729,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",83,0,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,42,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,1,2022-11-26,"West Dulwich",0.437758,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ8+W5,56500,"","London","Inner London - East","Lewisham and Southwark","200003434062",34.3902
SE21 7LE,Yes,51.440589,-0.083017,533331,173031,TQ333730,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",26,9,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,43,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.531471,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWR8+6Q,56500,"","London","Inner London - East","Lewisham and Southwark","10009791306,200003435417,200003435418,200003435419,200003435420,200003435421,200003435422,200003435423,200003435424,200003435425,200003435426,200003497854",34.2771
SE21 7LF,Yes,51.439996,-0.083044,533331,172965,TQ333729,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",6,2,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,43,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.538101,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ8+XQ,56500,"","London","Inner London - East","Lewisham and Southwark","10009790400,10025193735,200003434876,200003434877",34.2824
SE21 7LG,Yes,51.439050,-0.083472,533304,172859,TQ333728,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",28,2,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,45,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"West Dulwich",0.539954,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ8+JJ,56500,"","London","Inner London - East","Lewisham and Southwark","10025180068,10025188496,10090751160,10090751161,10090751162,10090751163,200003435070,200003435257,200003480926,200003480950",34.3177
SE21 7LH,Yes,51.437667,-0.074290,533946,172722,TQ339727,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",7,4,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,56,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.691887,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQG+37,56500,"","London","Inner London - East","Lewisham and Southwark","10000815033,10025563394,200003435272,200003435273,200003435433,200003467373,200003480595,200003493593,200003498571",33.6917
SE21 7LJ,Yes,51.437593,-0.083502,533306,172697,TQ333726,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",14,2,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,45,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.584889,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWQ8+2H,56500,"","London","Inner London - East","Lewisham and Southwark","10000818543,200003435260,200003435497,200003468709",34.3291
SE21 7LR,No,51.437598,-0.082149,533400,172700,TQ334726,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1983-01-01,1988-12-01,"Southwark, unparished area","",,,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,46,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,8,1,2022-11-26,"Sydenham Hill",0.557151,SE,SE21,"Metropolitan Police","",9C3XCWQ9+24,56500,"","London","Inner London - East","Lewisham and Southwark","",34.2355
SE21 7LS,Yes,51.437004,-0.082088,533406,172634,TQ334726,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",38,18,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,49,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.492005,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP9+R5,56500,"","London","Inner London - East","Lewisham and Southwark","10009790883,10025188497,200003434878,200003434879,200003434880,200003434881,200003434882,200003434883,200003434884,200003434885,200003434886,200003434887,200003434888,200003434889,200003434890,200003434891,200003434892,200003434893,200003434894,200003434895",34.2354
SE21 7LT,Yes,51.436320,-0.081512,533448,172559,TQ334725,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",21,13,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,52,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.409003,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP9+G9,56500,"","London","Inner London - East","Lewisham and Southwark","10090747284,200003435071,200003435072,200003435073,200003435074,200003435075,200003435076,200003435077,200003435078,200003435079,200003435080,200003435081,200003435082,200003435083,200003435084,200003435085,200003435086,200003435087,200003435088,200003435089,200003497851",34.2004
SE21 7LU,Yes,51.435447,-0.081505,533451,172462,TQ334724,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",38,15,"Greater London","Southwark","Southwark 033B","Urban major conurbation",London,54,3,E01003946,,E02000839,"Sydenham Hill",E43000218,E00019876,E14000673,16984,1,0,2022-11-26,"Sydenham Hill",0.314393,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWP9+59,56500,"","London","Inner London - East","Lewisham and Southwark","10009789722,200003435090,200003435091,200003435092,200003435093,200003435094,200003435095,200003435096,200003435097,200003435098,200003435099,200003435100,200003435101,200003435102,200003435103,200003435104",34.2063
SE21 7LX,Yes,51.434732,-0.080629,533514,172384,TQ335723,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",34,17,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,61,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.225293,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWM9+VP,56500,"","London","Inner London - East","Lewisham and Southwark","200003435105,200003435106,200003435107,200003435108,200003435109,200003435110,200003435111,200003435112,200003435113,200003435114,200003435115,200003435116,200003435117,200003435118,200003435119,200003435120,200003435121,200003435122,200003497846",34.1512
SE21 7LY,Yes,51.434979,-0.080345,533533,172412,TQ335724,"Greater London","Southwark","Dulwich Wood",E09000028,E05011101,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Southwark, unparished area","",33,15,"Greater London","Southwark","Southwark 033E","Urban major conurbation",London,61,3,E01003951,,E02000839,"Sydenham Hill",E43000218,E00019873,E14000673,17898,1,0,2022-11-26,"Sydenham Hill",0.251846,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWM9+XV,56500,"","London","Inner London - East","Lewisham and Southwark","200003434896,200003434897,200003434898,200003434899,200003434900,200003434901,200003434902,200003434903,200003434904,200003434905,200003434906,200003434907,200003434908,200003434909,200003434910",34.1296
